Gene,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30
EMD,2588,2916,1741,1027,890,2363,550,268,1306,3145,1836,2724,32,146,211,113,112,2928,2075,1578,160,1776,2414,2727,1663,4065,3590,2630,5426,6477
EME1,21,27,0,1,0,24,1,0,9,44,23,3,1,0,6,0,0,53,36,34,0,2,41,28,3,39,25,37,10,77
EME2,902,777,440,20,199,564,93,397,470,379,1064,766,209,86,113,126,1,1115,869,1159,2,1023,902,571,137,863,1031,618,749,492
EMG1,475,478,613,110,168,131,72,0,194,624,371,199,0,0,22,597,22,564,363,347,0,1104,284,241,273,255,335,202,231,698
EMID1,4,6,0,0,12,57,0,2,1,17,9,30,1,2,1,154,0,45,7,17,0,3,6,7,15,6,8,20,12,67
EMILIN1,17,22,11,61,45,108,2,29,16,25,16,98,67,14,5,0,1,15,28,73,1,13,16,32,4,24,19,30,11,19
EMILIN2,2581,1788,3358,476,380,479,372,12,2488,3712,1020,1536,59,246,266,477,150,2727,1882,5495,108,3487,2670,3949,2070,1358,3387,1442,1383,2982
EMILIN3,2,0,0,0,3,1,0,65,2,1,4,3,66,17,51,1,1,1,1,2,0,2,0,0,0,1,1,3,0,1
EML1,5,1,1,1,2,0,0,2,1,0,0,2,7,2,5,1,0,3,2,4,0,0,2,1,0,0,1,4,0,2
EML2,1457,1338,1261,547,511,905,156,29,802,1760,1301,808,65,152,51,117,1,2200,971,916,238,506,1416,841,561,1417,1705,1097,1050,1129
EML3,3567,3695,2474,1220,1439,3276,667,751,2371,3216,3492,4937,116,286,247,163,30,4863,3004,3442,237,4064,3706,2682,796,4229,4680,2728,2877,4039
EML4,4542,3625,482,4667,2213,883,123,197,683,1918,1308,587,145,294,151,401,4,701,3191,1967,120,289,3520,3271,1907,1872,2402,1952,678,4374
EML5,270,157,33,1,2,15,1,1,8,77,96,9,0,1,1,0,0,15,204,89,5,111,183,158,10,72,111,57,9,36
EML6,338,296,88,34,25,176,5,112,20,348,196,65,57,80,73,4,9,150,73,121,0,8,228,145,55,90,128,96,68,119
EMP1,167,90,1,0,0,105,6,0,51,102,25,4,5,0,17,0,0,156,146,284,0,2,107,116,122,52,151,101,85,348
EMP2,5,5,2,11,4,9,0,2,1,2,1,3,1,3,3,5,9,1,1,3,2,4,1,1,1,1,0,12,6,2
EMP3,6831,7798,14754,21975,16090,5379,3184,373,8891,16008,5793,11658,204,590,580,7465,6037,17411,5431,8992,1086,15700,5388,5104,7383,7919,12067,8453,8835,21605
EMR1,1322,1115,1192,196,130,1536,256,1,653,8722,460,490,57,0,13,2,0,1545,1031,1373,348,2035,1201,1784,3566,1127,1478,1071,736,2061
EMR2,3501,7327,6669,2348,2845,1758,2195,550,5456,12426,1034,3292,202,929,595,2411,354,3083,2502,16019,264,9954,4899,22187,5155,11325,11797,7438,5334,8619
EMR3,2494,2710,1936,1078,365,556,397,1,1671,4830,419,1698,177,165,90,245,477,441,779,3608,88,2716,1652,7239,2559,3512,3027,1930,1810,1142
EMR4P,813,1055,355,0,6,1197,57,0,125,2026,257,117,6,16,6,0,1,173,447,677,0,510,942,988,413,1094,1127,804,168,255
EMX1,3,1,0,0,0,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,2,1,0,1,0,1,0,1
EMX2,1,8,1,4,19,3,0,19,4,2,0,3,2,9,5,15,27,3,4,6,0,3,1,2,0,5,3,15,5,4
EMX2OS,4,1,0,0,0,0,0,0,1,0,0,0,4,2,5,0,0,0,1,1,0,1,0,1,0,1,2,2,0,2
EN1,0,1,0,0,1,1,0,8,1,0,3,5,11,16,10,2,0,1,0,4,0,4,0,2,0,0,1,1,2,2
EN2,2,2,0,0,1,5,0,2,5,1,1,2,10,4,18,1,1,7,0,4,1,1,0,4,0,1,1,2,1,1
ENAH,18,22,9,11,2,2,0,20,13,21,32,4,0,5,1,1,0,50,38,27,16,3,15,31,4,21,29,17,6,5
ENAM,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,1,1,3,0,2,9,0,1
ENC1,696,1784,248,34,53,141,17,6,254,1198,222,65,2,82,74,56,0,308,1025,600,181,495,1311,1525,311,658,611,1232,652,3230
ENDOD1,503,620,677,30,118,622,56,2,194,380,379,509,1,1,1,0,0,733,390,490,84,402,408,604,314,280,668,398,142,193
ENDOG,149,150,221,37,276,85,32,131,133,199,103,338,8,31,23,33,369,225,124,261,0,659,196,141,46,106,107,133,163,213
ENDOU,2,5,0,0,0,0,1,0,1,5,6,0,0,2,0,1,0,3,2,3,0,2,3,2,1,8,4,4,1,6
ENDOV,216,251,301,247,273,62,31,2,180,288,120,352,0,32,9,153,18,208,155,178,0,2,162,110,95,199,291,168,135,263
ENG,316,433,828,224,685,303,162,290,731,975,501,915,101,76,183,4,1629,1684,597,1304,0,1139,775,455,110,447,806,384,521,1402
ENGASE,3249,3071,1958,389,437,4031,450,126,1344,2078,4358,2104,118,141,362,263,4,3221,2071,1540,275,1652,3441,1531,464,4026,3792,2325,2405,1830
ENHO,3,37,40,49,23,35,16,0,87,113,6,1,1,27,0,0,0,147,24,129,0,199,33,11,30,21,106,32,110,37
ENKD1,159,105,284,177,65,319,75,1,209,211,175,531,0,4,21,0,2,241,123,369,0,252,212,195,119,252,309,129,139,112
ENKUR,70,157,181,102,64,260,17,0,41,147,47,84,0,0,30,1,0,126,97,289,0,219,148,99,131,39,74,123,46,23
ENO1,12836,9706,9787,5289,6260,5267,2294,246,8358,21198,4729,10164,98,360,260,1107,1126,13988,8295,19569,1349,16041,10800,10995,10518,6190,10234,7451,10227,34410
ENO1-AS1,0,12,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,13,0,5,0,1,9,4,0,0,14,2,2,4
ENO1-IT1,10,21,0,49,13,23,7,1,13,13,39,21,0,0,4,2,0,23,15,2,0,0,14,12,2,14,19,14,7,4
ENO1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO1P2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ENO1P3,0,1,0,0,1,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
ENO1P4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO2,2078,1801,681,220,328,1436,135,293,523,918,1502,1121,51,64,47,262,0,1201,1214,836,0,1136,1523,762,291,1375,1964,1010,1075,722
ENO3,1107,762,614,1351,609,691,100,0,328,855,639,1242,92,45,81,1,0,601,352,287,0,430,671,348,125,1484,1047,686,550,394
ENO4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
ENOPH1,606,408,164,0,8,135,21,0,154,471,282,108,1,0,6,0,0,392,456,380,209,212,503,414,130,273,292,249,132,408
ENOSF1,993,828,431,30,163,569,48,254,153,372,374,161,8,29,1,191,1,518,670,324,0,1,862,320,112,597,648,337,216,432
ENOX1,1,4,1,1,5,1,0,4,1,4,2,3,0,4,3,1,0,2,0,4,0,1,3,3,1,0,1,1,1,2
ENOX1-AS1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,4,1,0
ENOX1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENOX2,237,201,155,19,0,24,5,3,41,283,77,40,4,3,2,1,0,69,167,282,1,1,291,208,107,100,117,82,84,123
ENPEP,3,3,0,0,2,1,0,0,0,28,1,0,0,0,0,1,0,1,2,8,0,8,1,3,6,2,5,7,1,0
ENPP1,10,14,0,3,1,0,2,1,3,17,5,1,1,6,2,1,1,0,4,8,1,0,8,3,1,14,13,14,2,1
ENPP2,70,35,7,0,17,46,6,0,11,148,24,0,0,0,9,0,134,40,50,42,0,4,30,61,146,25,22,36,19,18
ENPP3,60,42,0,1,34,121,1,0,29,91,36,21,0,0,2,1,0,4,66,23,1,1,43,63,12,33,27,87,13,73
ENPP4,545,379,32,0,0,19,15,0,83,321,142,51,0,0,0,0,0,107,373,265,52,2,634,322,108,134,158,184,16,131
ENPP5,74,58,12,23,10,0,0,5,5,85,69,12,1,1,1,0,1,28,55,33,0,0,122,53,16,12,41,37,5,1
ENPP6,2,1,1,0,0,1,0,2,1,0,0,0,0,0,1,0,2,2,1,0,0,0,0,1,0,0,0,1,0,1
ENPP7,3,1,0,1,11,1,0,0,1,0,2,7,0,41,1,0,0,1,1,1,0,1,2,2,1,10,8,3,0,3
ENPP7P1,6,1,15,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,1,3,0,4
ENPP7P10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENPP7P11,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,3,0,0
ENPP7P12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENPP7P2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENPP7P3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENPP7P4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,3,0,1,2
ENPP7P5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0
ENPP7P6,4,2,20,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,0,4
ENPP7P8,7,6,4,1,0,0,0,0,3,69,0,1,0,0,0,0,0,1,1,9,0,1,4,3,4,12,4,5,2,0
ENPP7P9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
ENSA,3378,2698,2451,2219,1351,1047,331,29,1897,3699,1621,3231,17,124,125,953,1726,4403,2094,2713,366,2752,2498,3798,4351,2822,3507,1809,2468,6210
ENSAP1,4,3,1,1,0,1,0,0,3,12,1,0,0,0,0,0,0,6,1,0,0,2,2,4,8,14,14,3,4,13
ENSAP2,122,90,77,35,22,8,12,3,36,164,57,79,0,0,0,0,0,140,29,37,0,77,94,143,214,77,149,41,77,347
ENSAP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENTHD1,4,0,3,0,0,1,0,0,0,4,0,0,0,1,1,1,0,1,1,3,0,1,0,1,0,0,0,4,0,1
ENTHD2,1769,2534,2262,306,518,1991,518,87,1741,1947,3343,4089,27,88,103,442,1,2418,2135,2555,3,2220,2700,2419,835,3126,4133,2214,1608,1899
ENTPD1,4293,2427,1356,1887,821,569,230,20,1296,3173,633,1292,22,48,130,342,525,659,1616,4597,388,2986,2576,7965,6243,3109,4541,2075,916,1253
ENTPD1-AS1,70,93,7,13,23,47,1,68,20,77,53,32,0,2,0,1,3,42,64,62,0,5,89,64,42,53,85,42,37,47
ENTPD2,18,24,73,23,53,155,20,0,28,242,22,46,2,0,3,0,0,55,8,79,1,35,43,45,22,113,105,90,86,11
ENTPD3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
ENTPD3-AS1,43,62,0,31,101,79,15,0,36,58,54,20,0,0,7,0,0,59,33,55,0,1,26,30,27,27,49,26,40,28
ENTPD4,4540,3737,1162,424,167,1507,198,4,957,1684,2331,759,2,69,49,0,1,1481,2356,2166,0,906,2352,3100,3010,2926,3649,1892,708,2279
ENTPD5,144,266,102,9,13,115,20,27,113,387,180,82,3,0,3,2,3,153,205,156,3,236,231,165,116,175,267,154,79,128
ENTPD6,2103,2119,2440,269,621,1679,347,342,1220,2014,2292,1316,98,97,55,4,1,2495,1426,1506,0,1361,1973,976,766,1733,2667,1158,1226,1952
ENTPD7,110,138,7,1,17,25,1,1,32,150,45,1,43,0,7,1,2,187,132,79,0,4,120,261,81,167,152,108,58,98
ENTPD8,2,1,2,0,0,6,0,6,0,0,0,2,5,10,4,0,1,0,1,2,0,2,2,0,1,3,0,0,5,1
ENY2,1250,1057,578,1360,413,524,108,1,793,1527,400,777,0,133,17,0,42,768,893,1278,0,1561,1121,1076,1530,641,901,646,316,802
EOGT,219,303,20,2,6,54,1,0,19,114,111,17,2,1,32,1,0,78,188,156,0,1,160,210,32,92,127,133,43,172
EOMES,1058,542,754,413,179,0,26,11,260,1535,619,466,63,25,51,13,370,963,647,352,262,330,1209,538,207,362,322,266,322,851
EP300,11981,12744,5541,753,1318,4304,877,667,4033,11782,7324,4957,233,1156,1899,270,207,8823,8983,9535,1193,8555,8433,18176,5182,18584,19384,12569,8319,9136
EP400,3441,3598,1690,109,270,1112,287,712,1208,2245,2962,1728,145,305,321,70,0,3116,3312,1927,2,1777,2850,2162,581,3149,4120,2491,1594,1537
EP400NL,412,422,260,106,129,309,50,29,131,273,467,308,111,5,35,71,70,543,427,238,5,222,430,231,93,419,483,362,179,296
EPAS1,314,302,88,20,28,143,11,274,37,470,100,106,2,35,58,4,6,127,184,196,0,284,137,344,255,321,329,278,131,344
EPB41,6404,6792,3202,173,631,2095,498,354,2144,6403,3229,2102,177,147,394,133,2,4568,4367,5455,612,3130,4643,5963,1838,4718,5418,3932,4257,7287
EPB41L1,6,4,2,0,0,19,0,8,3,1,1,2,2,3,1,0,0,2,2,8,1,3,5,3,5,3,6,5,7,8
EPB41L2,391,304,115,0,13,122,34,48,84,368,249,49,15,95,14,1,0,426,342,327,0,121,449,282,82,159,276,132,156,302
EPB41L3,304,316,291,35,8,221,35,97,285,401,209,63,7,23,38,8,5,470,579,1228,1,1011,601,741,492,127,342,192,193,656
EPB41L4A,103,72,14,4,14,3,0,7,42,42,110,43,0,1,4,1,2,98,72,15,0,3,117,74,24,71,46,45,33,11
EPB41L4A-AS1,666,639,202,392,165,327,89,2,243,325,342,371,0,0,23,141,0,376,397,397,171,339,475,309,228,299,381,353,285,727
EPB41L4A-AS2,0,0,0,0,0,0,0,2,0,4,6,0,2,2,4,0,0,0,0,3,0,0,1,3,0,0,4,1,0,0
EPB41L4B,5,0,0,3,1,1,1,27,3,3,9,5,34,44,43,1,2,2,0,5,0,0,8,13,1,5,1,5,2,1
EPB41L5,163,169,11,1,0,30,11,3,20,105,53,47,4,3,6,0,0,54,100,119,0,2,104,230,45,91,111,70,22,40
EPB42,42,38,113,19,335,1216,31,1,16,254,1,48,0,4,8,4,97,371,16,7,0,1,21,41,24,22,81,74,103,501
EPC1,2659,3728,887,224,259,773,124,9,733,2087,989,592,13,7,41,13,3,1252,1909,1970,5,801,2949,3762,1721,1452,1723,1707,1105,2987
EPC2,1300,1354,278,132,32,348,52,2,256,1042,392,193,1,15,49,191,0,445,998,1251,291,239,1221,2076,787,773,989,772,380,705
EPCAM,0,2,0,0,0,0,0,4,0,13,1,0,8,8,15,0,0,0,0,6,0,1,2,2,0,2,0,2,2,0
EPDR1,17,24,0,0,0,1,1,0,7,20,30,24,2,6,2,0,1,69,18,21,0,1,43,34,21,24,15,7,1,10
EPG5,2340,2369,482,2,85,597,113,104,507,1570,1319,267,59,5,138,4,1,909,1632,1264,0,192,2019,2615,3895,1907,1747,1057,752,1808
EPGN,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0
EPHA1,296,267,138,2,32,432,29,219,89,143,318,76,0,82,4,12,0,333,155,202,0,311,228,129,75,308,482,130,192,308
EPHA1-AS1,76,83,0,5,15,2,3,1,32,78,98,38,0,0,0,0,7,30,89,74,0,1,30,40,14,92,131,60,21,56
EPHA10,6,7,0,0,1,2,0,8,4,5,13,8,9,3,4,0,1,28,3,4,0,3,5,1,5,10,4,10,7,5
EPHA2,27,58,0,4,17,40,1,1,4,6,2,2,8,1,3,0,1,9,35,7,0,3,36,21,10,35,21,31,21,16
EPHA3,3,4,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,5,1,0,0,1,1,0,0,4,1,1
EPHA4,623,791,35,2,41,94,16,1,67,398,221,1,2,1,16,1,1,379,435,178,0,1,443,260,177,435,442,314,122,539
EPHA5,4,1,0,2,2,0,0,2,1,0,0,0,0,88,1,0,0,0,1,1,0,2,2,1,0,1,1,4,1,0
EPHA6,1,3,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,2,0,0,0,0,1,1,0,2,0,1
EPHA7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,1,0,3,0,1
EPHA8,2,3,1,3,1,0,0,2,1,0,2,3,5,2,0,1,1,1,2,1,0,3,1,1,4,2,5,1,0,6
EPHB1,421,755,646,11,167,1,125,16,335,445,158,587,5,32,83,0,1,86,452,479,0,241,570,1656,1548,1299,936,857,525,781
EPHB2,74,44,523,13,43,59,33,2,46,142,26,44,1,3,1,0,2,229,117,233,1,161,47,119,37,21,51,47,52,302
EPHB3,31,64,87,0,0,86,35,10,34,57,35,65,14,8,9,0,0,132,43,141,0,3,140,69,1,56,175,60,98,34
EPHB4,618,279,927,572,144,329,86,21,505,762,488,1081,16,44,141,349,12,483,313,541,1,1390,484,1258,290,1050,1542,514,1383,169
EPHB6,1236,1188,1630,671,1185,2042,343,56,891,1500,1604,1526,6,141,59,1709,1,2087,924,1212,204,1687,943,1025,267,1430,1924,921,1118,875
EPHX1,82,62,104,82,74,12,14,0,86,122,57,115,0,7,1,0,85,103,81,255,0,325,114,71,32,51,103,69,84,167
EPHX2,876,813,200,75,209,698,54,1,144,497,453,152,0,3,2,0,0,708,412,362,0,51,408,263,276,515,437,336,520,560
EPHX3,11,5,0,0,1,0,0,0,1,3,3,16,0,2,4,0,2,5,16,46,0,0,3,17,0,10,0,3,4,1
EPHX4,3,1,0,2,5,0,0,1,18,5,8,35,0,1,8,3,2,33,18,11,0,0,14,12,3,4,1,8,6,13
EPM2A,77,127,57,2,0,10,24,2,34,102,69,2,6,4,1,0,1,134,69,81,0,2,139,85,25,69,116,66,74,112
EPM2AIP1,1449,1996,411,192,352,285,83,74,328,1051,920,574,1,11,43,2,112,539,957,1088,1,847,1952,3081,650,1422,1260,1114,188,326
EPN1,1000,1314,1503,1382,3362,940,409,175,1915,2469,1360,4666,157,249,293,955,163,3210,1736,3257,52,3026,1433,1902,926,1737,2015,2016,1692,1892
EPN2,356,510,392,0,13,207,55,82,168,954,315,209,0,10,6,0,0,322,188,311,0,276,400,382,163,484,439,444,226,194
EPN2-AS1,0,1,0,0,0,0,2,1,6,5,0,0,3,1,2,6,3,2,0,1,0,0,2,3,2,1,4,6,10,0
EPN3,0,2,0,1,1,2,0,6,1,2,0,1,0,2,1,1,1,2,0,4,0,3,0,4,2,0,2,1,0,0
EPO,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,7,4,0,0
EPOR,262,323,340,85,183,306,84,80,341,344,269,462,5,114,35,0,6,548,252,590,0,271,241,328,129,441,661,250,224,251
EPPIN,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
EPPIN-WFDC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPPK1,142,48,83,7,37,99,11,271,58,51,164,38,33,67,103,23,2,249,161,58,5,96,71,41,7,147,148,40,85,8
EPRS,2036,1469,955,260,286,511,137,0,444,1438,632,396,3,0,29,0,16,625,1115,1563,305,76,1403,926,562,614,631,648,306,409
EPS15,2046,2047,400,73,186,228,64,0,486,2084,724,252,18,0,40,12,0,747,1259,1994,0,238,1868,2108,1187,946,1123,921,487,1745
EPS15L1,3032,2894,2329,488,718,1117,520,158,1743,3136,1186,2702,36,18,135,7,17,1853,1486,2779,2,1963,2696,3996,1659,3013,4246,2693,2422,3355
EPS15P1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1,4,3
EPS8,22,46,77,1,1,12,0,6,32,114,40,1,1,20,4,0,0,43,91,187,0,0,64,76,20,28,56,29,0,41
EPS8L1,53,33,126,1,15,37,13,37,48,57,80,60,23,10,36,2,1,146,35,77,1,4,66,41,11,49,42,67,38,48
EPS8L2,85,162,71,117,93,200,17,143,59,100,160,85,60,4,10,335,2,199,100,172,0,54,77,63,25,164,113,87,145,80
EPS8L3,2,1,0,1,0,0,0,0,1,0,0,14,1,0,0,1,0,0,1,5,0,3,3,2,0,4,2,3,2,2
EPSTI1,634,687,3803,363,649,221,99,22,447,1341,625,430,0,0,66,0,0,648,2203,761,177,716,493,968,10922,827,748,244,367,2435
EPT1,619,568,127,3,19,77,10,0,79,219,193,39,0,1,0,0,1,247,429,340,0,2,449,355,232,191,284,247,53,445
EPX,5,2,14,1,1,81,0,0,0,48,0,28,0,1,1,0,0,11,4,6,0,0,5,4,4,7,2,22,0,100
EPYC,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
EQTN,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0
ERAL1,521,559,484,183,214,398,95,0,413,506,383,323,0,0,25,0,0,654,345,445,0,566,590,327,287,401,489,365,299,1139
ERAP1,2527,1792,494,89,32,268,55,0,347,2386,685,223,3,174,81,17,0,904,2337,2452,0,586,1652,1494,863,858,986,810,398,1226
ERAP2,1197,1292,2099,1371,4091,1830,136,251,357,4051,1176,596,0,39,66,1893,775,1306,1034,2085,189,1822,997,1867,1157,1367,697,1210,624,611
ERAS,4,4,0,0,1,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,1,1,1,0,2,0,1,5,2
ERBB2,537,660,444,53,126,197,139,1,440,544,428,351,1,94,34,2,3,1702,513,179,70,65,782,316,40,597,458,582,325,165
ERBB2IP,3796,3349,888,78,154,460,103,180,644,3173,1467,755,26,108,266,534,159,1045,3105,3121,341,725,3724,5107,2047,2168,2293,2059,626,964
ERBB3,31,28,5,35,18,1,1,6,6,14,21,4,3,2,4,7,6,54,8,37,1,3,21,10,3,17,32,16,13,6
ERBB4,1,0,0,1,0,0,0,10,3,9,0,0,0,1,1,2,0,1,0,2,0,2,2,1,1,2,1,6,2,1
ERC1,1157,871,372,129,45,440,105,150,277,805,574,237,0,4,64,2,2,604,771,638,0,486,924,832,264,540,1030,479,350,771
ERC2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,0,8,1,2,0,1,1,2,1,2,1,4,1,0
ERCC1,1108,1117,1136,389,682,899,212,126,674,1465,1177,1348,165,73,79,93,247,1699,811,1648,161,1615,1095,661,490,913,1370,835,1006,1443
ERCC2,395,409,516,196,241,548,88,151,332,483,461,434,2,60,27,78,1,870,335,447,2,495,428,189,92,360,546,299,336,609
ERCC3,1638,1832,509,55,104,721,81,55,480,1347,1121,478,67,108,31,0,0,1366,1369,1273,58,167,1775,1293,387,1136,1584,884,1044,2757
ERCC4,134,142,10,41,37,54,5,0,28,100,82,43,50,31,11,3,0,89,172,162,0,2,161,124,41,65,57,94,41,69
ERCC5,931,1426,689,330,336,825,91,296,379,1671,826,627,9,3,328,612,114,673,1008,763,401,790,1146,794,311,798,975,722,660,489
ERCC6,500,452,187,0,46,60,29,0,113,443,227,57,0,0,17,0,0,235,391,357,0,73,574,580,142,300,417,280,103,187
ERCC6-PGBD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERCC6L,2,3,0,1,0,0,2,0,1,20,17,0,0,1,1,0,0,2,30,18,0,1,1,9,4,9,3,5,5,21
ERCC6L2,579,628,68,72,71,91,9,0,112,385,251,116,50,66,4,17,428,188,623,420,1,2,696,495,234,277,426,247,87,302
ERCC8,92,121,1,84,9,6,0,0,29,85,34,1,0,2,0,2,0,32,92,129,2,0,121,83,26,39,61,40,20,69
EREG,4193,610,140,654,988,186,69,25,78,1236,52,87,11,273,61,543,1044,306,1384,1770,0,2,1711,3659,118,425,437,522,365,543
ERF,3360,2264,2664,863,1325,1816,576,203,1865,2970,2597,5292,150,422,345,657,491,3018,2010,3575,146,3837,2572,3195,733,3868,4188,2692,5504,4067
ERG,78,10,0,5,2,2,4,0,5,5,2,1,2,1,1,2,2,7,6,79,1,2,7,24,4,9,32,21,11,150
ERGIC1,6226,6677,7348,1541,1983,1718,1541,132,6187,10642,2695,8517,209,261,349,371,78,5118,3874,11445,272,12791,5483,15814,13255,9070,13399,7505,7913,10161
ERGIC2,590,476,362,233,114,24,26,5,126,572,145,284,34,5,12,141,16,105,369,838,0,1020,521,1363,509,363,328,411,106,258
ERGIC3,4427,3901,4101,1829,2062,3165,917,414,2404,5324,2177,3061,78,108,115,1682,1078,7369,2233,4015,218,3241,2990,2521,2597,2737,4270,2968,3315,9516
ERH,419,406,283,273,146,93,116,0,316,735,252,384,15,1,10,248,25,495,507,1095,0,195,395,404,504,212,255,236,165,460
ERHP1,22,16,4,15,0,0,5,0,7,31,19,43,0,0,0,0,0,38,7,9,0,0,18,32,35,17,10,0,6,37
ERHP2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERI1,303,320,40,23,33,95,19,0,84,322,124,71,0,0,5,1,18,123,263,293,30,1,321,682,852,159,251,147,101,175
ERI2,85,70,1,4,9,41,1,3,8,41,29,29,2,1,1,0,0,39,89,85,0,0,72,84,25,47,23,37,9,17
ERI3,348,404,197,556,341,475,93,101,203,475,414,387,3,0,33,88,607,621,319,366,0,629,421,205,173,315,482,308,298,676
ERI3-IT1,15,13,3,0,0,36,7,0,16,4,23,0,0,0,0,0,0,42,5,0,0,149,8,3,5,13,26,14,6,5
ERICH1,1752,2180,1094,575,259,868,203,102,855,2971,1495,2250,172,388,399,511,0,2720,2226,1265,0,2460,1657,3459,1048,2104,2358,950,1141,789
ERICH1-AS1,1,14,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,1,1,2,0,3,0,3,2,1
ERICH2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
ERLEC1,460,315,213,46,15,157,19,0,114,537,109,51,0,1,13,1,0,175,325,626,0,1,413,370,179,159,174,175,62,315
ERLEC1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERLIN1,660,535,148,25,36,251,31,3,181,523,167,60,23,114,7,2,0,326,317,589,1,176,500,1055,10090,307,370,267,181,348
ERLIN2,687,619,237,75,118,301,58,10,237,530,283,358,5,0,49,1,0,476,556,507,0,1,568,525,337,564,517,411,337,277
ERMAP,391,375,89,69,51,111,44,5,126,321,258,93,2,1,7,0,0,464,280,385,0,25,364,492,174,306,361,197,156,451
ERMARD,448,566,199,60,10,199,49,0,133,290,255,230,0,0,1,0,0,276,335,286,218,0,445,277,117,268,343,207,105,249
