Gene,HC1,HC2,HC3,HC4,HC5,T2DM1,T2DM2,T2DM3,T2DM4,T2DM5
AUH,1.75,2.5,2.57,2.08,1.79,2.24,1.75,2.7,2.18,2.64
AUNIP,0.23,0.3,0.28,0.91,0.18,0.22,0.1,0.2,0.25,0.22
AUP1,80.23,102.2,119.82,119.8,142.22,102.73,84.69,92.81,95.72,86.16
AURKA,2.42,2.32,2.92,5.62,2.92,2.04,2.86,3.27,3.48,1.69
AURKAIP1,47.09,45.81,47.67,52.38,55.77,54.87,50.46,50.38,57.54,50.45
AURKAPS1,0.19,0.61,0.15,0.27,0.22,0.96,0.61,0.79,0.41,0.55
AURKB,1.21,1.07,2.21,6.66,1.0,2.0,1.92,3.6,3.34,1.62
AURKC,0.18,0.09,0.3,0.6,0.35,0.33,0.09,0.42,0.38,0.85
AUTS2,2.78,7.42,14.6,4.37,11.06,8.59,11.55,7.19,8.07,11.05
AVEN,0.69,1.61,2.85,2.5,1.82,1.12,0.79,1.52,1.24,1.42
AVIL,4.28,2.6,1.24,0.79,1.1,6.16,3.18,8.39,3.01,4.16
AVL9,9.59,8.27,4.8,7.06,5.1,12.05,10.13,10.88,7.46,9.06
AVP,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0
AVPI1,0.85,0.46,1.61,1.65,1.52,1.25,1.18,2.47,2.1,1.06
AVPR1A,0.46,0.56,0.44,1.54,0.47,0.38,0.86,1.44,0.85,0.74
AVPR1B,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
AVPR2,0.77,0.77,0.7,0.51,1.07,1.85,1.43,0.96,1.05,0.87
AWAT1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03
AWAT2,0.0,0.0,0.09,0.01,0.0,0.02,0.0,0.02,0.0,0.0
AXDND1,1.22,0.54,0.18,0.08,0.52,0.61,2.01,1.04,0.41,0.64
AXIN1,24.54,26.57,29.65,22.36,31.32,25.81,25.24,19.85,31.63,29.8
AXIN2,0.28,0.85,3.12,0.75,2.92,2.3,1.69,2.83,4.49,2.78
AXL,0.23,0.87,0.3,0.91,0.92,0.8,0.22,0.36,0.49,0.37
AY269186.1,0.0,0.0,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0
AZGP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZGP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZI2,16.81,16.93,9.33,14.6,10.83,13.06,21.47,12.95,8.06,12.9
AZIN1,55.78,40.93,20.52,35.59,27.52,45.72,41.37,52.3,47.87,46.61
AZIN2,0.18,0.58,1.41,0.51,1.5,1.49,0.79,1.76,0.7,0.91
AZU1,1.94,2.22,2.82,34.52,0.31,5.29,0.79,1.64,15.21,1.33
B2M,12969.9,16001.47,11654.45,20187.79,8811.28,8262.96,13866.36,15161.54,15582.16,9971.16
B3GALNT1,0.8,0.14,0.09,0.08,0.09,0.0,0.04,0.22,0.11,0.03
B3GALNT2,0.75,1.81,1.37,2.09,1.91,1.7,2.55,1.73,1.0,1.8
B3GALT1,0.34,0.35,0.21,0.2,0.18,0.79,0.29,0.35,0.31,0.52
B3GALT2,0.02,0.13,0.19,0.08,0.08,0.12,0.11,0.37,0.19,0.23
B3GALT4,10.99,10.89,9.57,6.92,13.96,18.58,14.57,14.11,11.38,12.15
B3GALT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GALT6,2.62,4.64,7.57,5.1,9.76,7.64,7.22,4.26,6.73,5.95
B3GAT1,1.36,2.67,4.33,1.34,5.11,2.51,5.2,2.58,3.76,8.11
B3GAT2,0.01,0.0,0.03,0.03,0.02,0.05,0.02,0.08,0.06,0.07
B3GAT3,13.78,17.32,26.52,17.79,34.45,18.85,18.24,15.1,17.81,17.56
B3GLCT,0.14,0.39,0.52,0.28,0.41,0.3,0.58,0.36,0.44,0.58
B3GNT2,5.09,5.69,2.39,5.45,2.03,4.19,8.19,12.02,7.03,5.61
B3GNT3,0.03,0.03,0.31,0.03,0.29,0.34,0.25,0.31,0.51,0.03
B3GNT4,1.36,1.83,0.58,0.75,0.81,0.62,0.63,0.85,1.25,1.16
B3GNT5,6.85,4.46,0.88,1.61,0.9,4.53,5.14,10.91,5.46,11.98
B3GNT6,0.0,0.04,0.0,0.05,0.03,0.11,0.05,0.1,0.06,0.13
B3GNT7,0.45,0.74,2.39,3.72,1.01,1.88,4.12,2.89,2.99,3.18
B3GNT8,44.14,24.54,8.75,10.54,13.31,43.19,21.59,33.96,31.66,33.8
B3GNT9,3.07,2.22,2.5,1.85,1.45,2.2,1.44,1.81,2.56,2.67
B3GNTL1,10.03,6.49,3.85,2.28,2.31,21.5,9.14,17.23,5.83,14.37
B4GALNT1,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.02,0.04,0.0
B4GALNT2,0.49,0.5,0.42,0.2,0.18,0.49,0.34,0.49,0.48,0.74
B4GALNT3,0.75,0.46,0.97,0.08,0.27,0.95,0.38,0.34,0.27,0.25
B4GALNT4,0.02,0.25,0.46,0.0,0.43,0.04,0.06,0.1,0.01,0.42
B4GALT1,67.09,66.7,58.45,60.41,43.95,43.92,31.59,33.44,51.99,59.84
B4GALT2,0.79,1.13,1.78,4.42,1.57,1.2,2.03,1.96,1.41,2.12
B4GALT3,16.4,20.35,25.42,37.59,29.07,26.04,27.43,31.72,25.89,21.34
B4GALT4,2.73,2.21,2.42,2.82,2.11,2.66,3.43,3.44,2.97,3.48
B4GALT5,96.15,45.75,21.43,23.23,21.99,35.75,23.2,29.4,48.83,49.61
B4GALT6,1.83,3.91,4.25,7.78,0.94,3.17,5.44,6.25,5.07,1.64
B4GALT7,4.86,7.75,9.88,10.34,17.51,10.1,8.26,5.54,6.54,6.67
B4GAT1,0.74,1.13,1.81,0.86,2.41,1.45,1.57,1.36,1.56,1.41
B9D1,0.57,1.37,1.35,7.51,0.86,2.08,1.5,2.09,2.06,1.28
B9D2,10.07,7.51,4.39,4.78,5.67,9.66,5.49,7.72,8.93,8.29
BAALC,0.0,0.04,0.13,0.09,0.0,0.21,0.07,0.02,0.02,0.14
BAAT,0.0,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.0,0.0
BABAM1,33.63,51.84,73.95,59.8,76.3,58.89,55.47,49.61,48.49,43.79
BACE1,3.2,2.73,3.08,3.77,6.85,2.52,1.55,2.67,2.36,2.69
BACE1-AS,0.27,0.56,1.82,0.73,1.55,0.27,0.8,0.4,0.83,0.66
BACE2,1.26,2.6,2.95,2.88,3.85,4.29,5.37,3.59,4.65,6.25
BACH1,23.92,26.42,12.75,22.37,12.9,32.46,29.11,37.62,26.91,36.0
BACH2,1.14,2.49,8.61,2.33,6.08,8.34,6.34,7.49,6.63,8.2
BAD,16.6,16.7,15.03,23.03,21.53,19.79,24.34,21.95,28.34,20.05
BAG1,21.63,33.48,30.48,38.48,30.44,29.18,43.63,37.18,31.08,34.03
BAG2,0.12,0.15,0.17,0.19,0.2,0.34,0.44,0.58,0.22,0.25
BAG3,3.2,4.72,6.98,7.48,7.86,6.56,5.45,7.11,9.69,6.28
BAG4,9.71,15.53,13.16,18.89,15.98,13.74,10.93,13.26,11.46,15.65
BAG5,5.58,9.29,10.66,5.95,7.62,5.16,6.45,7.88,6.9,7.69
BAG6,96.42,107.8,124.6,121.12,158.73,121.09,94.58,83.9,114.32,109.54
BAHCC1,1.81,1.36,1.54,2.24,1.93,1.2,1.12,0.56,1.64,1.08
BAHD1,6.63,10.53,17.77,8.95,19.14,13.48,15.62,11.84,18.26,15.06
BAIAP2,11.23,8.7,4.52,4.03,12.64,8.7,7.9,9.26,10.4,8.25
BAIAP2-AS1,8.08,8.87,8.47,6.29,11.73,6.33,6.55,4.93,5.96,7.23
BAIAP2L1,2.9,1.89,0.85,1.31,1.15,1.87,1.22,1.67,2.04,2.19
BAIAP2L2,0.18,0.21,0.1,0.1,0.13,0.08,0.26,0.08,0.07,0.21
BAIAP3,4.53,4.98,2.86,1.98,2.55,6.32,3.53,4.77,5.24,2.54
BAK1,16.08,21.52,17.37,19.31,26.57,23.81,30.22,24.64,38.56,14.72
BAK1P2,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAMBI,0.67,0.17,0.29,0.91,0.05,0.25,0.31,0.5,0.44,0.13
BANF1,97.78,147.04,229.82,166.16,268.69,142.63,131.18,111.51,110.95,99.32
BANK1,3.44,6.0,12.62,12.79,6.78,5.83,9.36,10.96,5.33,15.68
BANP,65.82,95.24,43.79,50.54,67.71,130.37,74.75,99.0,90.3,90.27
BAP1,37.96,38.67,33.22,31.04,37.39,38.23,34.56,33.12,43.65,44.66
BARD1,2.84,3.67,5.77,10.98,4.12,1.26,5.04,6.27,5.38,2.52
BARHL1,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.12,0.0,0.06
BARX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARX2,0.0,0.0,0.02,0.01,0.02,0.0,0.02,0.01,0.05,0.03
BASP1,566.17,177.64,26.81,56.3,26.01,135.31,70.9,116.93,143.44,235.81
BATF,28.41,21.53,32.4,12.82,22.16,17.33,27.67,22.09,21.57,14.14
BATF2,4.89,2.77,1.26,5.32,3.37,3.75,10.58,7.13,12.33,5.31
BATF3,4.1,1.6,3.24,3.66,5.57,5.66,3.16,4.21,6.09,2.94
BAX,53.08,53.11,58.27,57.58,66.3,47.46,53.38,46.85,50.07,54.53
BAZ1A,11.96,14.65,7.56,7.9,5.31,11.15,10.49,18.27,10.47,16.49
BAZ1B,6.45,12.0,16.33,6.93,11.25,7.23,7.19,6.47,6.68,11.94
BAZ2A,190.08,181.7,137.96,111.33,154.97,172.06,97.9,111.27,179.96,181.66
BAZ2B,13.35,23.62,5.9,11.64,9.35,69.24,36.59,87.72,18.53,46.2
BBC3,13.64,18.17,4.56,10.8,6.7,36.29,32.64,29.49,16.87,24.94
BBIP1,12.14,13.02,5.76,8.51,4.06,9.16,10.77,19.11,13.13,10.71
BBOF1,0.07,0.17,0.31,0.86,0.11,0.06,1.06,2.24,0.59,0.35
BBS1,2.95,5.53,6.45,3.58,7.44,6.61,5.1,3.5,5.62,7.59
BBS10,0.17,0.55,0.4,0.32,0.15,0.43,0.69,0.9,0.27,0.41
BBS12,0.19,0.09,0.15,0.02,0.13,0.12,0.23,0.3,0.19,0.22
BBS2,3.39,7.45,7.86,3.27,9.12,4.2,3.78,4.56,4.57,9.0
BBS4,2.3,2.72,2.95,1.46,3.59,3.62,5.39,4.32,3.45,4.5
BBS5,1.2,1.12,0.85,0.92,0.71,2.3,1.35,1.17,1.39,1.85
BBS7,0.92,0.83,0.81,1.11,0.67,0.85,1.61,1.64,3.09,0.9
BBS9,2.29,3.98,5.03,2.08,3.44,2.85,4.8,5.91,3.85,3.4
BBX,11.37,17.8,20.06,26.43,13.77,19.22,21.15,23.39,18.85,21.62
BCAM,0.42,0.57,0.37,0.32,0.46,0.85,0.85,1.2,0.82,0.68
BCAN,0.0,0.0,0.0,0.05,0.0,0.04,0.2,0.13,0.0,0.08
BCAP29,3.72,6.55,3.88,7.91,3.15,5.88,5.28,7.02,5.3,5.66
BCAP31,81.62,78.49,83.6,91.54,86.94,68.87,64.13,65.51,69.35,67.88
BCAR1,1.18,0.02,0.01,1.29,0.08,0.11,0.06,0.22,0.26,0.0
BCAR3,0.25,0.35,0.64,1.12,0.49,0.96,1.25,1.15,1.1,1.42
BCAR4,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCAS1,0.08,0.14,0.17,0.08,0.1,0.18,0.3,0.17,0.17,0.28
BCAS2,2.05,4.42,3.38,4.16,1.82,2.66,3.96,10.04,3.95,3.58
BCAS3,17.34,21.75,22.75,20.05,22.22,44.98,24.09,53.24,27.07,31.97
BCAS4,0.59,1.93,2.79,1.48,3.04,4.36,5.64,5.27,2.67,3.89
BCAT1,1.29,1.74,1.54,1.6,1.19,1.01,0.45,0.3,0.71,0.48
BCAT2,5.19,8.53,12.91,9.98,17.87,12.83,8.95,9.45,9.54,9.37
BCCIP,2.05,4.32,5.31,5.61,3.6,2.61,5.23,7.24,3.44,5.02
BCDIN3D,0.88,0.99,2.23,0.63,2.32,2.62,3.0,2.42,1.88,2.4
BCHE,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCKDHA,20.05,28.09,34.32,39.0,58.75,31.91,30.24,23.98,33.78,21.69
BCKDHB,0.58,1.31,1.98,1.68,2.23,0.94,1.25,1.2,1.12,1.27
BCKDK,57.4,53.41,40.87,51.69,60.79,52.97,34.68,34.01,48.33,53.46
BCL10,7.45,9.98,4.79,5.39,4.02,7.59,6.01,10.4,9.37,8.15
BCL11A,9.77,18.03,30.57,17.37,31.17,25.89,29.9,17.26,17.39,27.89
BCL11B,1.45,5.53,10.66,3.0,7.35,4.72,5.46,3.9,8.86,11.94
BCL2,2.21,6.12,16.58,4.61,5.02,5.03,5.27,6.32,8.78,13.25
BCL2A1,269.13,250.41,43.55,63.94,17.88,115.43,158.09,269.71,180.14,122.17
BCL2L1,53.6,48.4,87.73,97.35,60.76,61.34,135.18,120.07,63.08,52.69
BCL2L10,0.0,0.08,0.17,0.04,0.0,0.0,0.0,0.05,0.03,0.0
BCL2L11,21.3,26.66,16.89,20.82,26.37,26.23,10.83,13.57,22.01,29.34
BCL2L12,3.84,3.9,4.89,5.29,6.02,7.8,7.16,6.65,7.1,6.21
BCL2L13,20.25,35.23,36.18,20.29,40.15,23.7,21.39,15.63,23.88,24.13
BCL2L14,0.33,0.2,0.52,0.26,0.24,0.21,0.6,0.68,0.76,0.54
BCL2L15,0.25,0.09,0.2,1.61,0.07,0.42,0.11,0.44,0.47,0.5
BCL2L2,2.56,2.64,3.34,5.55,3.53,2.36,1.74,2.78,3.56,2.11
BCL2L2-PABPN1,3.12,3.68,5.94,7.8,5.69,4.54,4.36,3.37,2.48,2.51
BCL2L7P1,0.06,0.07,0.54,0.06,0.46,0.14,0.0,0.26,0.45,0.22
BCL3,124.28,76.61,23.75,64.45,35.05,55.57,41.58,61.78,118.32,108.44
BCL6,351.64,194.8,47.17,91.25,57.16,196.08,66.15,148.52,139.5,182.14
BCL6B,0.5,1.13,0.1,0.41,0.09,0.83,0.36,0.67,0.11,0.96
BCL7A,1.95,3.01,9.2,3.55,7.08,6.42,5.13,4.08,3.93,5.46
BCL7B,69.48,88.42,121.04,122.68,121.69,71.08,80.47,86.28,109.14,88.91
BCL7C,7.65,11.54,15.74,12.39,20.99,14.57,20.27,15.23,13.24,14.6
BCL9,3.38,4.93,5.74,4.7,6.41,4.96,3.15,3.82,5.64,5.73
BCL9L,24.04,63.11,135.97,43.11,115.41,69.1,83.47,42.93,91.71,108.81
BCLAF1,20.09,34.86,19.63,25.85,13.22,18.61,22.14,42.56,18.51,39.47
BCLAF1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCO1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
BCO2,0.38,0.23,0.09,0.29,0.23,0.38,0.23,0.15,0.22,0.29
BCOR,8.15,13.57,17.01,10.57,19.1,12.34,9.05,8.67,12.35,17.97
BCORL1,13.5,10.99,8.39,4.46,8.94,14.25,8.74,9.17,12.53,14.0
BCORP1,0.0,1.02,0.0,0.0,0.66,0.79,0.0,0.0,0.0,1.61
BCR,26.12,33.38,34.64,31.2,34.62,28.33,27.29,26.3,39.04,38.41
BCRP3,1.36,0.88,0.35,0.07,1.01,1.51,0.3,0.86,0.56,1.27
BCS1L,10.99,17.87,20.09,9.93,22.88,12.04,13.2,11.46,14.71,14.59
BCYRN1,2.8,3.26,4.38,4.19,1.12,3.27,4.25,2.45,1.81,7.25
BDH1,2.39,4.77,7.48,4.95,8.21,3.98,6.1,5.76,4.76,6.15
BDH2,1.22,1.18,1.57,1.05,3.1,1.58,3.67,4.17,2.53,2.07
BDKRB1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.04
BDKRB2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0
BDNF,0.05,0.06,0.02,0.04,0.01,0.05,0.01,0.02,0.02,0.03
BDNF-AS1,0.0,0.15,0.43,0.22,0.35,0.04,0.12,0.62,0.15,0.31
BDP1,0.54,1.23,1.53,1.9,1.1,0.89,1.33,1.57,1.14,1.99
BEAN1,1.42,0.73,0.38,0.85,1.49,2.81,0.75,0.38,0.64,1.08
BECN1,52.73,55.5,40.19,46.27,49.67,45.99,37.22,49.58,42.57,63.89
BECN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEGAIN,0.05,1.18,0.07,2.01,0.15,1.28,1.85,1.35,1.56,2.57
BEND2,5.13,6.85,6.45,20.76,3.95,4.34,6.63,8.5,3.76,2.63
BEND3,0.22,0.37,0.71,0.38,0.8,0.39,0.27,0.4,0.51,0.54
BEND4,0.18,0.1,0.13,0.27,0.15,0.29,0.29,0.12,0.2,0.53
BEND5,0.3,1.68,1.52,0.74,1.74,3.65,1.59,2.78,1.8,1.4
BEND6,0.0,0.0,0.01,0.07,0.01,0.06,0.0,0.0,0.0,0.08
BEND7,6.38,3.2,0.74,2.05,0.9,3.25,1.67,3.81,4.07,2.81
BEST1,99.82,74.4,8.79,11.66,12.1,69.19,42.59,92.56,60.02,82.02
BEST2,0.09,0.35,0.19,0.24,0.27,0.15,0.07,0.11,0.21,0.11
BEST3,0.06,0.39,0.74,1.35,0.1,0.3,0.15,0.36,0.1,0.11
BEST4,0.08,0.08,0.11,0.03,0.08,0.11,0.13,0.12,0.14,0.17
BET1,2.5,3.52,3.2,4.13,2.24,2.36,4.9,6.75,4.96,2.33
BET1L,45.31,47.44,35.59,28.83,33.61,132.53,54.84,65.71,52.36,70.47
BEX1,1.7,0.74,1.22,2.67,0.22,0.5,0.23,0.26,0.08,0.1
BEX2,1.19,1.95,6.25,2.05,4.55,4.34,3.03,4.49,4.92,4.46
BEX3,77.11,32.92,64.34,148.05,31.92,42.47,52.4,68.62,49.52,28.86
BEX4,4.23,8.15,9.33,9.09,9.44,6.22,6.64,7.93,7.61,8.53
BEX5,0.0,0.44,0.53,0.84,0.61,0.46,0.7,2.04,0.55,0.53
BFAR,14.04,21.97,27.24,21.92,27.03,22.83,24.41,27.3,27.04,24.15
BFSP1,0.15,0.71,0.65,0.26,0.66,0.29,0.38,0.23,0.26,0.66
BFSP2,0.0,0.06,0.48,0.67,0.19,0.3,0.34,0.23,0.12,0.38
BGLAP,0.36,1.1,1.41,0.25,1.03,1.16,1.41,0.6,0.05,0.6
BGN,0.06,0.0,0.03,0.04,0.0,0.03,0.0,0.0,0.04,0.0
BHLHA15,0.67,0.53,1.07,13.47,0.29,1.09,0.66,1.3,1.6,0.13
BHLHB9,0.07,0.13,0.15,0.09,0.16,0.08,0.17,0.14,0.2,0.33
BHLHE22,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0
BHLHE23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHLHE40,34.68,54.01,33.92,73.78,35.58,33.48,30.37,44.92,52.26,60.17
BHLHE41,0.81,0.09,3.06,3.54,2.75,1.05,1.73,0.33,1.83,3.48
BHMG1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHMT,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0
BHMT2,0.77,0.34,0.17,0.12,0.32,0.71,0.44,0.9,0.65,1.01
BICC1,0.01,0.07,0.01,0.05,0.04,0.0,0.01,0.01,0.03,0.1
BICD1,1.5,2.18,3.0,3.35,3.51,1.89,2.33,2.12,2.06,3.49
BICD2,26.92,24.13,19.55,16.38,17.02,22.71,11.97,17.17,24.46,23.42
BID,65.29,85.01,50.24,60.11,61.23,82.54,69.86,83.1,100.64,93.7
BIK,2.93,0.8,1.19,1.84,0.8,1.29,0.73,1.9,1.34,1.01
BIN1,15.62,21.93,87.26,18.07,38.93,35.21,41.84,34.52,35.48,39.6
BIN2,350.2,328.91,267.18,313.23,199.9,265.16,187.52,271.28,291.15,280.46
BIN3,66.0,60.9,44.13,40.87,49.09,55.47,36.18,54.31,87.53,78.83
BIRC2,15.77,24.26,15.94,28.27,19.36,25.73,29.73,31.76,19.13,25.21
BIRC3,0.39,1.24,2.11,1.34,1.29,1.59,5.62,8.11,2.97,5.08
BIRC5,4.84,3.53,2.16,5.2,2.33,4.88,3.47,7.01,5.59,5.15
BIRC6,6.07,8.95,9.43,9.6,8.35,9.89,9.79,10.43,7.31,11.73
BIRC6-AS2,0.13,0.0,0.23,0.14,0.0,0.0,0.0,0.07,0.18,0.0
BIRC7,0.0,0.16,0.0,0.0,0.03,0.0,0.03,0.13,0.0,0.0
BISPR,11.81,19.4,16.37,28.15,27.7,16.23,33.38,22.34,34.65,17.39
BIVM,0.0,0.28,0.6,0.37,0.06,0.29,0.32,0.3,0.27,0.68
BIVM-ERCC5,0.0,0.03,0.08,0.17,0.28,0.14,0.21,0.39,0.29,0.0
BLACAT1,0.03,0.01,0.11,0.01,0.03,0.01,0.02,0.0,0.02,0.06
BLACE,0.08,0.06,0.0,0.08,0.0,0.04,0.18,0.07,0.01,0.28
BLCAP,21.07,29.5,34.11,24.64,40.99,31.17,24.44,23.06,27.94,28.87
BLK,2.53,2.03,12.92,2.36,5.34,12.52,14.1,4.23,3.89,11.4
BLM,0.21,1.61,1.24,0.56,2.0,1.19,0.53,1.7,1.83,1.62
BLMH,4.42,6.24,11.87,8.36,8.6,4.53,7.2,5.9,7.55,5.6
BLNK,2.38,4.39,10.22,9.69,7.95,7.64,9.73,7.13,6.5,10.5
BLOC1S1,109.92,104.53,114.43,128.31,129.66,102.16,118.77,114.61,113.7,104.39
BLOC1S2,14.45,13.02,9.03,11.84,6.84,12.37,18.92,22.63,13.78,12.23
BLOC1S3,16.26,17.97,14.74,7.06,20.02,24.81,25.36,21.96,21.87,21.53
BLOC1S4,2.0,3.45,5.06,3.26,5.84,6.0,5.37,4.12,4.32,5.04
BLOC1S5,2.73,3.05,3.98,5.88,2.48,2.89,4.57,4.39,2.15,4.36
BLOC1S5-TXNDC5,0.0,0.28,0.0,0.49,0.22,0.0,0.0,0.0,1.35,0.67
BLOC1S6,22.87,24.56,18.18,30.21,11.0,30.43,25.73,41.02,18.94,30.97
BLVRA,19.82,35.13,40.26,38.6,36.56,18.57,16.93,18.22,21.4,15.56
BLVRB,79.4,81.08,94.22,77.83,122.01,58.81,87.24,59.82,44.78,34.05
BLZF1,1.12,1.93,0.71,2.03,1.41,2.02,3.65,4.4,2.42,1.99
BMF,18.31,37.92,28.8,28.74,50.1,37.89,27.52,21.31,30.39,26.72
BMI1,1.5,2.91,3.41,2.12,3.14,2.73,3.42,6.74,4.04,4.22
BMP1,1.19,2.25,2.18,2.16,2.46,1.55,2.5,1.34,1.74,1.41
BMP10,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02
BMP2,0.07,0.41,0.03,0.52,0.03,0.09,0.08,0.1,0.19,0.07
BMP2K,17.68,21.2,11.42,14.82,12.89,20.71,13.95,17.45,11.38,19.2
BMP3,0.0,0.01,0.03,0.0,0.0,0.05,0.01,0.02,0.01,0.03
BMP4,0.02,0.04,0.06,0.02,0.09,0.0,0.0,0.19,0.02,0.02
BMP5,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
BMP6,6.79,4.65,5.82,11.54,4.02,5.34,3.24,4.52,7.19,5.42
BMP6P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP7,0.59,0.48,0.3,0.2,0.36,0.77,0.59,0.58,0.46,0.77
BMP8A,0.0,0.0,0.08,0.14,0.0,0.0,0.09,0.05,0.0,0.0
BMP8B,1.19,1.15,1.26,3.03,1.21,0.79,0.87,0.74,0.68,0.51
BMPER,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.09
BMPR1A,0.33,0.31,0.52,0.13,0.53,0.31,0.53,0.37,0.22,0.54
BMPR1APS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
BMPR1B,0.0,0.01,0.06,0.06,0.0,0.0,0.02,0.11,0.0,0.12
BMPR2,4.87,8.53,7.36,10.36,4.3,4.65,7.5,6.36,6.76,5.87
BMS1,0.85,1.67,2.64,1.07,1.66,0.95,1.37,1.64,1.19,1.98
BMS1P1,0.43,0.84,0.82,1.4,0.99,0.86,1.38,1.04,0.71,0.98
BMS1P11,0.35,0.0,0.0,0.28,0.0,0.0,0.13,0.02,0.06,0.15
BMS1P2,0.29,0.27,0.29,0.38,0.47,0.18,0.1,0.18,0.12,0.0
BMS1P4,0.17,0.45,0.38,0.23,0.06,0.41,0.21,0.97,0.37,0.29
BMS1P7,3.16,2.95,4.84,3.31,1.71,1.73,2.83,1.96,2.66,1.12
BMX,5.23,2.1,0.16,0.62,0.02,1.19,0.53,0.92,0.98,1.24
BNC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNC2,0.86,0.54,2.32,1.14,0.96,1.37,1.85,1.7,1.05,2.5
BNIP1,3.03,6.72,7.11,10.96,8.05,7.34,6.39,7.39,10.47,5.15
BNIP2,29.69,26.15,18.54,35.7,11.3,11.73,19.56,23.0,17.21,25.17
BNIP3,4.31,7.56,12.3,10.77,11.17,6.7,7.33,7.91,8.4,6.68
BNIP3L,51.87,61.11,53.03,84.1,38.46,42.8,152.03,117.55,41.8,64.35
BNIP3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
BNIP3P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.0
BNIPL,0.4,1.04,0.18,0.23,0.52,1.23,1.03,0.82,0.17,1.03
BOC,0.01,0.0,0.01,0.0,0.06,0.08,0.09,0.0,0.02,0.26
BOD1,3.97,9.26,10.67,5.68,16.25,8.59,7.72,9.65,8.48,10.16
BOD1L1,12.21,11.92,3.07,3.64,2.26,16.12,8.6,14.44,7.36,21.56
BOK,0.22,0.01,0.2,0.4,0.14,0.13,1.86,0.05,0.11,0.35
BOLA1,5.62,5.26,5.15,1.83,7.62,10.16,8.44,6.63,4.73,6.79
BOLA2,5.12,8.18,9.89,12.23,12.81,8.6,10.14,10.2,8.38,6.68
BOLA2B,11.84,23.1,31.38,26.72,34.71,22.13,28.58,24.17,20.0,17.23
BOLA3,1.93,4.73,10.27,6.06,8.55,3.76,6.94,5.67,4.97,5.79
BOLL,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.02
BOP1,5.58,9.36,13.3,9.39,15.18,10.67,13.1,8.66,11.04,10.93
BORA,0.18,0.74,0.93,0.41,0.56,0.43,1.8,1.46,1.02,0.77
BORCS5,4.17,5.29,5.12,6.13,4.74,7.32,3.8,4.66,4.92,3.97
BORCS6,6.96,8.34,8.43,7.58,11.03,11.66,11.96,10.15,10.8,8.52
BORCS7,1.36,2.88,2.95,4.0,1.84,3.17,2.3,2.14,4.09,2.88
BORCS7-ASMT,0.28,0.43,0.28,0.0,0.45,0.14,0.31,0.25,0.33,0.42
BORCS8,36.58,32.98,26.71,25.52,35.57,30.44,27.0,32.45,33.13,32.08
BORCS8-MEF2B,19.4,15.95,13.96,19.59,16.31,27.57,11.32,21.68,18.17,25.45
BPGM,3.37,4.73,9.0,4.95,2.36,2.62,21.08,22.01,6.21,4.81
BPHL,1.43,1.98,2.67,0.83,2.59,1.61,1.59,2.13,1.21,1.63
